"","FACE","TERM_FLAG","GENDER","AGE","MARSTAT","EDUCATION","SAGE","SEDUCATION","NUMHH","INCOME","CHARITY","logFACE","logINCOME","logCHARITY","FACEratio","AGEdiff"
"445",10000000,1,1,45,1,17,42,17,6,200000,1500,16.1180956509583,12.2060726455302,7.3132203870903,50,3
"446",200000,1,1,38,1,16,37,14,2,95000,3900,12.2060726455302,11.4616321705827,8.26873183211774,2.10526315789474,1
"447",150000,1,1,46,1,17,42,17,6,120000,1000,11.9183905730784,11.6952470217642,6.90775527898214,1.25,4
"448",200000,1,1,58,1,16,59,17,2,56000,0,12.2060726455302,10.9331069697173,0,3.57142857142857,1
"449",150000,1,1,38,1,13,38,14,6,60000,0,11.9183905730784,11.0020998412042,0,2.5,0
"450",90000,1,1,44,0,12,0,0,3,30000,1300,11.4075649493124,10.3089526606443,7.17011954344963,3,0
"451",1000000,1,1,47,1,16,50,16,4,97000,600,13.8155105579643,11.4824662574855,6.39692965521615,10.3092783505155,3
"452",14000000,1,1,62,0,16,0,0,1,834000,45000,16.4545678875795,13.6339886813409,10.7144177687525,16.7865707434053,0
"454",1500000,1,1,45,1,17,44,17,4,242000,3100,14.2209756660724,12.3966930051388,8.03915739047324,6.19834710743802,1
"455",265000,1,1,45,1,14,38,11,6,57000,0,12.4874851049684,10.9508065468167,0,4.64912280701754,7
"459",200000,1,1,32,1,14,33,14,4,71000,1500,12.2060726455302,11.1704351560235,7.3132203870903,2.8169014084507,1
"460",300000,1,1,56,1,16,36,14,3,70000,1000,12.6115377536383,11.1562505210315,6.90775527898214,4.28571428571429,20
"461",200000,1,0,24,1,14,28,0,3,50000,0,12.2060726455302,10.8197782844103,0,4,4
"463",4000000,1,1,67,1,17,65,14,2,350000,25000,15.2018049190842,12.7656884334656,10.1266311038503,11.4285714285714,2
"465",250000,1,1,34,1,12,34,12,4,106000,500,12.4292161968444,11.5711943730942,6.21460809842219,2.35849056603774,0
"467",50000,1,1,51,1,14,50,12,9,52000,0,10.8197782844103,10.8589989975636,0,0.961538461538462,1
"468",600000,1,1,42,1,14,39,12,5,40000,2000,13.3046849341983,10.5966347330961,7.60090245954208,15,3
"470",300000,1,1,43,1,16,38,15,4,82000,1400,12.6115377536383,11.3144745262464,7.24422751560335,3.65853658536585,5
"471",100000,1,1,80,1,16,73,14,2,36000,6000,11.5129254649702,10.4912742174382,8.69951474821019,2.77777777777778,7
"472",125000,1,1,58,1,14,57,12,2,125000,3000,11.7360690162844,11.7360690162844,8.00636756765025,1,1
"473",41000,1,1,24,1,16,25,16,2,43000,1500,10.6213273456864,10.6689553946757,7.3132203870903,0.953488372093023,1
"475",1500000,1,1,58,1,17,58,17,2,850000,60000,14.2209756660724,13.6529916284665,11.0020998412042,1.76470588235294,0
"476",150000,1,1,52,1,16,48,12,2,21000,0,11.9183905730784,9.95227771670556,0,7.14285714285714,4
"480",400000,1,1,47,0,16,0,0,3,102000,970,12.8992198260901,11.5327280922664,6.87729607149743,3.92156862745098,0
"481",10000,1,1,56,1,11,53,12,2,53000,0,9.21034037197618,10.8780471925343,0,0.188679245283019,3
"483",10000,1,1,34,1,12,34,12,5,40000,0,9.21034037197618,10.5966347330961,0,0.25,0
"486",10000,1,1,22,0,11,0,0,1,10000,0,9.21034037197618,9.21034037197618,0,1,0
"487",1000000,1,0,53,0,17,0,0,1,60000,4000,13.8155105579643,11.0020998412042,8.29404964010203,16.6666666666667,0
"490",5000,1,0,61,0,13,0,0,1,40000,5000,8.51719319141624,10.5966347330961,8.51719319141624,0.125,0
"492",600000,1,1,37,0,17,0,0,1,244000,500,13.3046849341983,12.4049235042753,6.21460809842219,2.45901639344262,0
"495",40000,1,1,43,1,16,42,16,3,35000,2000,10.5966347330961,10.4631033404715,7.60090245954208,1.14285714285714,1
"496",200000,1,1,63,1,16,55,15,4,66000,4000,12.2060726455302,11.0974100210086,8.29404964010203,3.03030303030303,8
"497",530000,1,1,47,1,12,42,12,3,80000,3000,13.1806322855283,11.289781913656,8.00636756765025,6.625,5
"500",10000,1,1,82,0,12,0,0,1,38000,1000,9.21034037197618,10.5453414387085,6.90775527898214,0.263157894736842,0
